Allocated = srcs/stringstream/ss_create.c, 20, ss_create, 0x603000005830[24]
Freed = srcs/t_image/ft_image_destory.c, 23, ft_image_destory, 0x60400002e2d0
Freed = srcs/utils/ft_list.c, 74, ft_free_list, 0x602000008970
Freed = srcs/t_image/ft_image_destory.c, 23, ft_image_destory, 0x60400002e210
Freed = srcs/utils/ft_list.c, 74, ft_free_list, 0x602000008930
Freed = srcs/t_image/ft_image_destory.c, 23, ft_image_destory, 0x60400002e150
Freed = srcs/utils/ft_list.c, 74, ft_free_list, 0x6020000088f0
Freed = srcs/t_image/ft_image_destory.c, 23, ft_image_destory, 0x60400002e090
Freed = srcs/utils/ft_list.c, 74, ft_free_list, 0x6020000088b0
Freed = srcs/t_image/ft_image_destory.c, 23, ft_image_destory, 0x60400002dfd0
Freed = srcs/utils/ft_list.c, 74, ft_free_list, 0x602000008870
Freed = srcs/t_image/ft_image_destory.c, 23, ft_image_destory, 0x60400002df10
Freed = srcs/utils/ft_list.c, 74, ft_free_list, 0x602000008830
Freed = srcs/t_image/ft_image_destory.c, 23, ft_image_destory, 0x60400002de50
Freed = srcs/utils/ft_list.c, 74, ft_free_list, 0x6020000087f0
Freed = srcs/t_image/ft_image_destory.c, 23, ft_image_destory, 0x60400002dd90
Freed = srcs/utils/ft_list.c, 74, ft_free_list, 0x6020000087b0
Freed = srcs/t_image/ft_image_destory.c, 23, ft_image_destory, 0x60400002dcd0
Freed = srcs/utils/ft_list.c, 74, ft_free_list, 0x602000008770
Freed = srcs/t_image/ft_image_destory.c, 23, ft_image_destory, 0x60400002dc10
Freed = srcs/utils/ft_list.c, 74, ft_free_list, 0x602000008730
Freed = srcs/t_image/ft_image_destory.c, 23, ft_image_destory, 0x60400002db50
Freed = srcs/utils/ft_list.c, 74, ft_free_list, 0x6020000086f0
Freed = srcs/t_image/ft_image_destory.c, 23, ft_image_destory, 0x60400002da90
Freed = srcs/utils/ft_list.c, 74, ft_free_list, 0x6020000086b0
Freed = srcs/t_image/ft_image_destory.c, 23, ft_image_destory, 0x60400002d9d0
Freed = srcs/utils/ft_list.c, 74, ft_free_list, 0x602000008670
Freed = srcs/t_image/ft_image_destory.c, 23, ft_image_destory, 0x60400002d910
Freed = srcs/utils/ft_list.c, 74, ft_free_list, 0x602000008630
Freed = srcs/t_image/ft_image_destory.c, 23, ft_image_destory, 0x60400002d850
Freed = srcs/utils/ft_list.c, 74, ft_free_list, 0x6020000085f0
Freed = srcs/t_image/ft_image_destory.c, 23, ft_image_destory, 0x60400002d790
Freed = srcs/utils/ft_list.c, 74, ft_free_list, 0x6020000085b0
Freed = srcs/t_image/ft_image_destory.c, 23, ft_image_destory, 0x60400002d6d0
Freed = srcs/utils/ft_list.c, 74, ft_free_list, 0x602000008570
Freed = srcs/t_image/ft_image_destory.c, 23, ft_image_destory, 0x60400002d650
Freed = srcs/utils/ft_list.c, 74, ft_free_list, 0x602000008530
Freed = srcs/t_assets/ft_destory_assets.c, 22, itbl_n_tab_destory, 0x60300001d350
Freed = srcs/t_assets/ft_destory_assets.c, 22, itbl_n_tab_destory, 0x60300001d380
Freed = srcs/t_assets/ft_destory_assets.c, 22, itbl_n_tab_destory, 0x60300001d3b0
Freed = srcs/t_assets/ft_destory_assets.c, 22, itbl_n_tab_destory, 0x60300001d3e0
Freed = srcs/t_assets/ft_destory_assets.c, 24, itbl_n_tab_destory, 0x60300001d320
Freed = srcs/t_itbl/ft_itbl_destory.c, 17, ft_itbl_destory, 0x60b000015070
Freed = srcs/t_assets/ft_destory_assets.c, 22, itbl_n_tab_destory, 0x60300001e1c0
Freed = srcs/t_assets/ft_destory_assets.c, 22, itbl_n_tab_destory, 0x60300001e1f0
Freed = srcs/t_assets/ft_destory_assets.c, 22, itbl_n_tab_destory, 0x60300001e220
Freed = srcs/t_assets/ft_destory_assets.c, 22, itbl_n_tab_destory, 0x60300001e250
Freed = srcs/t_assets/ft_destory_assets.c, 24, itbl_n_tab_destory, 0x60300001e190
Freed = srcs/t_itbl/ft_itbl_destory.c, 17, ft_itbl_destory, 0x60b000015120
Freed = srcs/t_assets/ft_destory_assets.c, 22, itbl_n_tab_destory, 0x60300001bc70
Freed = srcs/t_assets/ft_destory_assets.c, 22, itbl_n_tab_destory, 0x60300001bca0
Freed = srcs/t_assets/ft_destory_assets.c, 22, itbl_n_tab_destory, 0x60300001bcd0
Freed = srcs/t_assets/ft_destory_assets.c, 22, itbl_n_tab_destory, 0x60300001bd00
Freed = srcs/t_assets/ft_destory_assets.c, 24, itbl_n_tab_destory, 0x60300001bc40
Freed = srcs/t_itbl/ft_itbl_destory.c, 17, ft_itbl_destory, 0x60b000014f10
Freed = srcs/t_assets/ft_destory_assets.c, 22, itbl_n_tab_destory, 0x60300001fa20
Freed = srcs/t_assets/ft_destory_assets.c, 22, itbl_n_tab_destory, 0x60300001fa50
Freed = srcs/t_assets/ft_destory_assets.c, 22, itbl_n_tab_destory, 0x60300001fa80
Freed = srcs/t_assets/ft_destory_assets.c, 22, itbl_n_tab_destory, 0x60300001fab0
Freed = srcs/t_assets/ft_destory_assets.c, 24, itbl_n_tab_destory, 0x60300001f9f0
Freed = srcs/t_itbl/ft_itbl_destory.c, 17, ft_itbl_destory, 0x60b000015280
Freed = srcs/t_assets/ft_destory_assets.c, 22, itbl_n_tab_destory, 0x60300001f030
Freed = srcs/t_assets/ft_destory_assets.c, 22, itbl_n_tab_destory, 0x60300001f060
Freed = srcs/t_assets/ft_destory_assets.c, 22, itbl_n_tab_destory, 0x60300001f090
Freed = srcs/t_assets/ft_destory_assets.c, 22, itbl_n_tab_destory, 0x60300001f0c0
Freed = srcs/t_assets/ft_destory_assets.c, 24, itbl_n_tab_destory, 0x60300001f000
Freed = srcs/t_itbl/ft_itbl_destory.c, 17, ft_itbl_destory, 0x60b0000151d0
Freed = srcs/t_assets/ft_destory_assets.c, 22, itbl_n_tab_destory, 0x60300001c180
Freed = srcs/t_assets/ft_destory_assets.c, 22, itbl_n_tab_destory, 0x60300001c1b0
Freed = srcs/t_assets/ft_destory_assets.c, 22, itbl_n_tab_destory, 0x60300001c1e0
Freed = srcs/t_assets/ft_destory_assets.c, 22, itbl_n_tab_destory, 0x60300001c210
Freed = srcs/t_assets/ft_destory_assets.c, 24, itbl_n_tab_destory, 0x60300001c150
Freed = srcs/t_itbl/ft_itbl_destory.c, 17, ft_itbl_destory, 0x60b000014fc0
Freed = srcs/t_assets/ft_destory_assets.c, 22, itbl_n_tab_destory, 0x603000020fb0
Freed = srcs/t_assets/ft_destory_assets.c, 22, itbl_n_tab_destory, 0x603000020fe0
Freed = srcs/t_assets/ft_destory_assets.c, 22, itbl_n_tab_destory, 0x603000021010
Freed = srcs/t_assets/ft_destory_assets.c, 22, itbl_n_tab_destory, 0x603000021040
Freed = srcs/t_assets/ft_destory_assets.c, 24, itbl_n_tab_destory, 0x603000020f80
Freed = srcs/t_itbl/ft_itbl_destory.c, 17, ft_itbl_destory, 0x60b000015330
Freed = srcs/t_assets/ft_destory_assets.c, 22, itbl_n_tab_destory, 0x603000022720
Freed = srcs/t_assets/ft_destory_assets.c, 22, itbl_n_tab_destory, 0x603000022750
Freed = srcs/t_assets/ft_destory_assets.c, 22, itbl_n_tab_destory, 0x603000022780
Freed = srcs/t_assets/ft_destory_assets.c, 22, itbl_n_tab_destory, 0x6030000227b0
Freed = srcs/t_assets/ft_destory_assets.c, 24, itbl_n_tab_destory, 0x6030000226f0
Freed = srcs/t_itbl/ft_itbl_destory.c, 17, ft_itbl_destory, 0x60b0000153e0
Freed = srcs/t_assets/ft_destory_assets.c, 22, itbl_n_tab_destory, 0x603000024100
Freed = srcs/t_assets/ft_destory_assets.c, 22, itbl_n_tab_destory, 0x603000024130
Freed = srcs/t_assets/ft_destory_assets.c, 22, itbl_n_tab_destory, 0x603000024160
Freed = srcs/t_assets/ft_destory_assets.c, 22, itbl_n_tab_destory, 0x603000024190
Freed = srcs/t_assets/ft_destory_assets.c, 24, itbl_n_tab_destory, 0x6030000240d0
Freed = srcs/t_itbl/ft_itbl_destory.c, 17, ft_itbl_destory, 0x60b000015490
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x6030000278b0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x6030000278e0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000027910
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000027940
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000027970
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x6030000279a0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x6030000279d0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000027a00
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000027a30
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000027a60
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000027a90
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000027ac0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000027af0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000027b20
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000027b50
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000027b80
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000027bb0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000027be0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000027c10
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000027c40
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000027c70
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000027ca0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000027cd0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000027d00
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000027d30
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000027d60
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000027d90
Freed = srcs/sprexited
ite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000027dc0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000027df0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000027e20
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000027e50
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000027e80
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000027eb0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000027ee0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000027f10
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000027f40
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000027f70
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000027fa0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000027fd0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000028000
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000028030
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000028060
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000028090
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x6030000280c0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x6030000280f0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000028120
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000028150
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000028180
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x6030000281b0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x6030000281e0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000028210
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000028240
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000028270
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x6030000282a0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x6030000282d0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000028300
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000028330
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000028360
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000028390
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x6030000283c0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x6030000283f0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000028420
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000028450
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000028480
Freed = srcs/t_assets/ft_destory_assets.c, 37, sprite_arr_destory, 0x615000006480
Freed = srcs/t_assets/ft_destory_assets.c, 64, ft_destory_assets, 0x61700000fc80
Freed = srcs/mlx_utils/ft_mlx_destory.c, 22, ft_mlx_destory, 0x606000001580
